,ECLO
10000,6
10001,4
10002,6
10003,3
10004,1
10005,3
10006,3
10007,3
10008,10
10009,5
10010,9
10011,9
10012,5
10013,5
10014,3
10015,3
10016,3
10017,15
10018,6
10019,5
10020,6
10021,3
10022,6
10023,3
10024,1
10025,3
10026,6
10027,5
10028,5
10029,14
10030,3
10031,3
10032,3
10033,6
10034,6
10035,5
10036,3
10037,5
10038,5
10039,4
10040,5
10041,3
10042,3
10043,3
10044,3
10045,3
10046,3
10047,5
10048,3
10049,5
10050,1
10051,3
10052,3
10053,5
10054,3
10055,3
10056,6
10057,12
10058,6
10059,3
10060,5
10061,5
10062,6
10063,3
10064,3
10065,5
10066,3
10067,1
10068,3
10069,13
10070,5
10071,1
10072,5
10073,3
10074,5
10075,3
10076,3
10077,15
10078,3
10079,3
10080,6
10081,1
10082,5
10083,6
10084,6
10085,9
10086,3
10087,5
10088,5
10089,1
10090,3
10091,5
10092,3
10093,3
10094,1
10095,11
10096,3
10097,6
10098,11
10099,8
10100,7
10101,16
10102,3
10103,3
10104,5
10105,3
10106,1
10107,9
10108,3
10109,3
10110,6
10111,6
10112,1
10113,1
10114,3
10115,5
10116,1
10117,3
10118,3
10119,3
10120,5
10121,5
10122,9
10123,10
10124,9
10125,3
10126,2
10127,5
10128,3
10129,6
10130,3
10131,6
10132,5
10133,3
10134,3
10135,8
10136,3
10137,5
10138,15
10139,8
10140,9
10141,5
10142,11
10143,3
10144,5
10145,8
10146,5
10147,5
10148,3
10149,1
10150,3
10151,6
10152,4
10153,7
10154,1
10155,65
10156,11
10157,5
10158,1
10159,3
10160,12
10161,9
10162,10
10163,3
10164,3
10165,5
10166,5
10167,4
10168,5
10169,3
10170,15
10171,4
10172,3
10173,3
10174,11
10175,3
10176,3
10177,6
10178,5
10179,15
10180,5
10181,2
10182,1
10183,6
10184,10
10185,9
10186,3
10187,3
10188,6
10189,5
10190,5
10191,5
10192,4
10193,3
10194,3
10195,18
10196,5
10197,3
10198,3
10199,3
10200,3
10201,6
10202,3
10203,3
10204,3
10205,3
10206,3
10207,3
10208,6
10209,20
10210,3
10211,3
10212,2
10213,1
10214,5
10215,11
10216,5
10217,6
10218,3
10219,3
10220,3
10221,8
10222,13
10223,5
10224,3
10225,3
10226,6
10227,1
10228,5
10229,5
10230,6
10231,14
10232,3
10233,5
10234,5
10235,8
10236,5
10237,9
10238,3
10239,1
10240,5
10241,3
10242,5
10243,3
10244,4
10245,3
10246,5
10247,5
10248,6
10249,3
10250,6
10251,3
10252,28
10253,6
10254,5
10255,6
10256,9
10257,1
10258,6
10259,3
10260,3
10261,1
10262,10
10263,5
10264,1
10265,3
10266,6
10267,3
10268,3
10269,3
10270,10
10271,6
10272,3
10273,5
10274,3
10275,3
10276,6
10277,6
10278,1
10279,1
10280,6
10281,7
10282,7
10283,3
10284,10
10285,3
10286,3
10287,1
10288,6
10289,6
10290,12
10291,3
10292,11
10293,2
10294,7
10295,12
10296,3
10297,6
10298,3
10299,5
10300,1
10301,3
10302,3
10303,3
10304,4
10305,6
10306,3
10307,3
10308,5
10309,6
10310,2
10311,5
10312,8
10313,3
10314,3
10315,5
10316,3
10317,5
10318,3
10319,5
10320,3
10321,6
10322,5
10323,3
10324,1
10325,3
10326,3
10327,3
10328,1
10329,8
10330,6
10331,3
10332,1
10333,6
10334,4
10335,3
10336,7
10337,5
10338,3
10339,3
10340,3
10341,3
10342,5
10343,3
10344,3
10345,1
10346,5
10347,5
10348,5
10349,12
10350,6
10351,8
10352,3
10353,3
10354,3
10355,5
10356,5
10357,3
10358,5
10359,3
10360,3
10361,5
10362,5
10363,5
10364,5
10365,5
10366,8
10367,6
10368,3
10369,4
10370,3
10371,6
10372,5
10373,3
10374,6
10375,5
10376,3
10377,3
10378,8
10379,3
10380,10
10381,5
10382,5
10383,1
10384,3
10385,3
10386,3
10387,8
10388,3
10389,9
10390,1
10391,11
10392,8
10393,3
10394,5
10395,1
10396,5
10397,5
10398,6
10399,3
10400,1
10401,5
10402,3
10403,3
10404,4
10405,3
10406,3
10407,5
10408,3
10409,5
10410,3
10411,8
10412,3
10413,3
10414,3
10415,3
10416,6
10417,11
10418,3
10419,3
10420,8
10421,3
10422,3
10423,6
10424,3
10425,3
10426,3
10427,5
10428,5
10429,3
10430,3
10431,5
10432,5
10433,3
10434,6
10435,3
10436,3
10437,1
10438,26
10439,10
10440,3
10441,6
10442,3
10443,6
10444,1
10445,11
10446,3
10447,3
10448,3
10449,3
10450,4
10451,8
10452,5
10453,3
10454,5
10455,3
10456,3
10457,12
10458,1
10459,1
10460,12
10461,3
10462,3
10463,8
10464,3
10465,12
10466,3
10467,3
10468,5
10469,17
10470,12
10471,3
10472,3
10473,3
10474,3
10475,3
10476,3
10477,3
10478,3
10479,3
10480,3
10481,5
10482,3
10483,5
10484,3
10485,3
10486,12
10487,3
10488,3
10489,3
10490,12
10491,5
10492,3
10493,5
10494,10
10495,3
10496,3
10497,3
10498,11
10499,1
10500,6
10501,11
10502,3
10503,8
10504,5
10505,6
10506,3
10507,3
10508,6
10509,1
10510,6
10511,5
10512,6
10513,3
10514,5
10515,8
10516,3
10517,3
10518,5
10519,2
10520,3
10521,3
10522,3
10523,5
10524,3
10525,3
10526,3
10527,8
10528,3
10529,3
10530,3
10531,3
10532,3
10533,1
10534,5
10535,6
10536,6
10537,3
10538,3
10539,5
10540,6
10541,6
10542,3
10543,5
10544,3
10545,5
10546,5
10547,1
10548,3
10549,8
10550,3
10551,3
10552,5
10553,3
10554,3
10555,3
10556,3
10557,5
10558,3
10559,3
10560,5
10561,3
10562,5
10563,8
10564,1
10565,3
10566,3
10567,3
10568,6
10569,3
10570,9
10571,3
10572,4
10573,3
10574,3
10575,3
10576,3
10577,3
10578,6
10579,12
10580,6
10581,3
10582,12
10583,3
10584,3
10585,6
10586,5
10587,8
10588,3
10589,6
10590,3
10591,5
10592,3
10593,9
10594,11
10595,3
10596,5
10597,3
10598,5
10599,3
10600,3
10601,3
10602,1
10603,5
10604,3
10605,3
10606,9
10607,4
10608,3
10609,3
10610,1
10611,3
10612,3
10613,3
10614,4
10615,3
10616,1
10617,3
10618,5
10619,3
10620,10
10621,3
10622,3
10623,5
10624,5
10625,5
10626,6
10627,3
10628,5
10629,6
10630,8
10631,3
10632,4
10633,1
10634,14
10635,6
10636,4
10637,3
10638,3
10639,3
10640,9
10641,3
10642,5
10643,3
10644,5
10645,3
10646,3
10647,3
10648,6
10649,3
10650,6
10651,1
10652,5
10653,5
10654,3
10655,6
10656,3
10657,3
10658,3
10659,3
10660,8
10661,5
10662,3
10663,6
10664,3
10665,9
10666,16
10667,3
10668,3
10669,3
10670,3
10671,3
10672,6
10673,4
10674,3
10675,3
10676,10
10677,5
10678,6
10679,3
10680,11
10681,8
10682,6
10683,5
10684,3
10685,3
10686,5
10687,3
10688,5
10689,3
10690,3
10691,1
10692,1
10693,5
10694,9
10695,3
10696,3
10697,3
10698,3
10699,5
10700,6
10701,9
10702,1
10703,3
10704,5
10705,3
10706,5
10707,3
10708,5
10709,3
10710,3
10711,3
10712,5
10713,1
10714,5
10715,9
10716,6
10717,6
10718,12
10719,5
10720,5
10721,3
10722,3
10723,3
10724,3
10725,3
10726,3
10727,6
10728,5
10729,3
10730,3
10731,5
10732,3
10733,3
10734,5
10735,3
10736,3
10737,5
10738,3
10739,5
10740,3
10741,3
10742,4
10743,3
10744,20
10745,5
10746,1
10747,3
10748,3
10749,5
10750,6
10751,3
10752,3
10753,5
10754,6
10755,5
10756,6
10757,6
10758,3
10759,5
10760,1
10761,3
10762,12
10763,6
10764,5
10765,3
10766,3
10767,6
10768,3
10769,3
10770,3
10771,5
10772,6
10773,5
10774,3
10775,5
10776,2
10777,3
10778,3
10779,3
10780,3
10781,4
10782,3
10783,1
10784,12
10785,3
10786,5
10787,3
10788,3
10789,6
10790,3
10791,1
10792,3
10793,3
10794,2
10795,4
10796,1
10797,12
10798,3
10799,5
10800,3
10801,6
10802,5
10803,5
10804,10
10805,3
10806,9
10807,9
10808,7
10809,5
10810,10
10811,10
10812,6
10813,7
10814,11
10815,3
10816,3
10817,9
10818,5
10819,3
10820,6
10821,3
10822,12
10823,3
10824,3
10825,3
10826,4
10827,6
10828,4
10829,6
10830,6
10831,3
10832,5
10833,5
10834,56
10835,5
10836,6
10837,5
10838,9
10839,3
10840,5
10841,3
10842,5
10843,3
10844,3
10845,3
10846,3
10847,3
10848,5
10849,1
10850,5
10851,5
10852,3
10853,6
10854,5
10855,3
10856,3
10857,6
10858,1
10859,3
10860,6
10861,6
10862,5
10863,3
10864,3
10865,3
10866,3
10867,9
10868,6
10869,3
10870,3
10871,3
10872,6
10873,3
10874,3
10875,3
10876,5
10877,1
10878,3
10879,5
10880,6
10881,3
10882,3
10883,13
10884,3
10885,3
10886,3
10887,6
10888,5
10889,3
10890,6
10891,1
10892,8
10893,5
10894,3
10895,5
10896,3
10897,8
10898,3
10899,5
10900,3
10901,1
10902,2
10903,8
10904,3
10905,6
10906,3
10907,3
10908,6
10909,3
10910,12
10911,15
10912,6
10913,3
10914,3
10915,9
10916,3
10917,3
10918,11
10919,9
10920,5
10921,5
10922,3
10923,3
10924,5
10925,5
10926,3
10927,4
10928,1
10929,1
10930,3
10931,5
10932,1
10933,8
10934,3
10935,9
10936,3
10937,3
10938,3
10939,5
10940,6
10941,5
10942,5
10943,3
10944,9
10945,1
10946,6
10947,3
10948,5
10949,10
10950,3
10951,5
10952,3
10953,5
10954,3
10955,5
10956,3
10957,4
10958,5
10959,11
10960,3
10961,3
10962,3
10963,3
10964,5
10965,8
10966,3
10967,6
10968,4
10969,32
10970,6
10971,6
10972,3
10973,3
10974,6
10975,3
10976,3
10977,9
10978,5
10979,3
10980,1
10981,5
10982,3
10983,3
10984,3
10985,6
10986,4
10987,4
10988,3
10989,3
10990,19
10991,5
10992,6
10993,3
10994,3
10995,3
10996,1
10997,3
10998,5
10999,3
11000,3
11001,5
11002,9
11003,1
11004,5
11005,3
11006,11
11007,17
11008,5
11009,6
11010,5
11011,9
11012,3
11013,9
11014,6
11015,3
11016,3
11017,5
11018,5
11019,3
11020,5
11021,5
11022,3
11023,1
11024,3
11025,5
11026,8
11027,20
11028,6
11029,3
11030,3
11031,6
11032,5
11033,3
11034,3
11035,5
11036,3
11037,3
11038,3
11039,3
11040,3
11041,5
11042,3
11043,6
11044,4
11045,3
11046,5
11047,10
11048,3
11049,4
11050,4
11051,3
11052,1
11053,3
11054,12
11055,6
11056,1
11057,3
11058,3
11059,12
11060,8
11061,5
11062,10
11063,3
11064,3
11065,1
11066,8
11067,3
11068,3
11069,2
11070,5
11071,3
11072,9
11073,5
11074,3
11075,5
11076,11
11077,3
11078,5
11079,6
11080,10
11081,3
11082,3
11083,6
11084,6
11085,11
11086,3
11087,5
11088,3
11089,15
11090,9
11091,5
11092,1
11093,5
11094,5
11095,8
11096,6
11097,1
11098,3
11099,5
11100,1
11101,3
11102,5
11103,5
11104,6
11105,3
11106,3
11107,3
11108,4
11109,3
11110,3
11111,9
11112,6
11113,6
11114,3
11115,5
11116,5
11117,3
11118,1
11119,3
11120,1
11121,3
11122,3
11123,3
11124,1
11125,6
11126,3
11127,3
11128,5
11129,3
11130,15
11131,5
11132,6
11133,5
11134,5
11135,12
11136,5
11137,1
11138,9
11139,3
11140,3
11141,3
11142,5
11143,9
11144,3
11145,12
11146,5
11147,3
11148,10
11149,6
11150,3
11151,3
11152,5
11153,10
11154,5
11155,5
11156,5
11157,3
11158,6
11159,3
11160,1
11161,3
11162,3
11163,3
11164,3
11165,5
11166,3
11167,3
11168,8
11169,5
11170,7
11171,5
11172,3
11173,5
11174,5
11175,9
11176,12
11177,10
11178,6
11179,3
11180,8
11181,8
11182,5
11183,3
11184,6
11185,5
11186,3
11187,12
11188,5
11189,6
11190,3
11191,3
11192,6
11193,6
11194,3
11195,3
11196,3
11197,6
11198,6
11199,1
11200,3
11201,3
11202,9
11203,3
11204,5
11205,3
11206,6
11207,3
11208,6
11209,2
11210,6
11211,3
11212,3
11213,3
11214,4
11215,6
11216,3
11217,5
11218,1
11219,3
11220,6
11221,5
11222,3
11223,3
11224,3
11225,1
11226,3
11227,1
11228,3
11229,6
11230,4
11231,3
11232,3
11233,3
11234,6
11235,3
11236,3
11237,6
11238,3
11239,3
11240,3
11241,5
11242,5
11243,3
11244,6
11245,9
11246,3
11247,5
11248,3
11249,5
11250,6
11251,5
11252,6
11253,3
11254,11
11255,5
11256,5
11257,6
11258,4
11259,3
11260,3
11261,5
11262,3
11263,3
11264,3
11265,9
11266,1
11267,15
11268,4
11269,5
11270,3
11271,5
11272,3
11273,9
11274,3
11275,3
11276,3
11277,15
11278,3
11279,1
11280,3
11281,1
11282,7
11283,3
11284,1
11285,5
11286,8
11287,3
11288,5
11289,3
11290,6
11291,3
11292,1
11293,3
11294,9
11295,12
11296,3
11297,4
11298,5
11299,8
11300,6
11301,3
11302,5
11303,3
11304,5
11305,3
11306,5
11307,6
11308,6
11309,6
11310,3
11311,3
11312,8
11313,5
11314,3
11315,3
11316,6
11317,5
11318,6
11319,3
11320,6
11321,3
11322,3
11323,3
11324,3
11325,6
11326,6
11327,3
11328,5
11329,3
11330,3
11331,3
11332,5
11333,10
11334,6
11335,3
11336,5
11337,3
11338,3
11339,4
11340,1
11341,5
11342,3
11343,3
11344,5
11345,12
11346,3
11347,10
11348,5
11349,3
11350,5
11351,3
11352,1
11353,10
11354,12
11355,3
11356,13
11357,3
11358,5
11359,6
11360,3
11361,5
11362,3
11363,3
11364,12
11365,2
11366,3
11367,3
11368,3
11369,5
11370,3
11371,3
11372,3
11373,5
11374,6
11375,5
11376,6
11377,5
11378,1
11379,3
11380,3
11381,5
11382,3
11383,6
11384,5
11385,5
11386,3
11387,3
11388,6
11389,3
11390,3
11391,5
11392,6
11393,7
11394,8
11395,1
11396,3
11397,5
11398,6
11399,3
11400,1
11401,3
11402,3
11403,3
11404,17
11405,9
11406,3
11407,3
11408,3
11409,3
11410,3
11411,3
11412,3
11413,3
11414,3
11415,3
11416,6
11417,6
11418,3
11419,5
11420,5
11421,3
11422,3
11423,3
11424,11
11425,3
11426,5
11427,5
11428,5
11429,5
11430,5
11431,3
11432,3
11433,22
11434,6
11435,3
11436,1
11437,5
11438,6
11439,1
11440,5
11441,3
11442,15
11443,9
11444,3
11445,5
11446,13
11447,3
11448,3
11449,5
11450,6
11451,3
11452,6
11453,15
11454,7
11455,3
11456,3
11457,13
11458,5
11459,3
11460,3
11461,8
11462,3
11463,5
11464,8
11465,5
11466,5
11467,3
11468,1
11469,5
11470,5
11471,3
11472,3
11473,11
11474,5
11475,3
11476,5
11477,2
11478,3
11479,3
11480,1
11481,3
11482,6
11483,3
11484,3
11485,1
11486,5
11487,6
11488,3
11489,8
11490,1
11491,10
11492,6
11493,5
11494,5
11495,5
11496,5
11497,3
11498,5
11499,9
11500,3
11501,2
11502,1
11503,3
11504,6
11505,6
11506,5
11507,3
11508,3
11509,3
11510,6
11511,3
11512,9
11513,3
11514,10
11515,6
11516,3
11517,3
11518,5
11519,3
11520,3
11521,3
11522,8
11523,3
11524,6
11525,3
11526,1
11527,3
11528,5
11529,1
11530,3
11531,8
11532,3
11533,5
11534,9
11535,5
11536,3
11537,5
11538,3
11539,5
11540,3
11541,3
11542,3
11543,10
11544,3
11545,3
11546,3
11547,5
11548,5
11549,9
11550,6
11551,3
11552,4
11553,4
11554,5
11555,12
11556,9
11557,8
11558,5
11559,6
11560,6
11561,8
11562,3
11563,3
11564,5
11565,5
11566,3
11567,3
11568,3
11569,3
11570,3
11571,3
11572,3
11573,3
11574,1
11575,3
11576,1
11577,9
11578,3
11579,3
11580,3
11581,1
11582,3
11583,5
11584,3
11585,1
11586,3
11587,3
11588,3
11589,5
11590,3
11591,3
11592,13
11593,5
11594,3
11595,5
11596,3
11597,1
11598,5
11599,3
11600,3
11601,8
11602,5
11603,3
11604,5
11605,3
11606,3
11607,3
11608,5
11609,3
11610,5
11611,3
11612,3
11613,4
11614,3
11615,3
11616,3
11617,3
11618,3
11619,3
11620,3
11621,3
11622,3
11623,8
11624,5
11625,5
11626,1
11627,5
11628,3
11629,5
11630,24
11631,5
11632,3
11633,3
11634,5
11635,1
11636,6
11637,5
11638,3
11639,3
11640,5
11641,3
11642,8
11643,5
11644,9
11645,1
11646,6
11647,5
11648,5
11649,11
11650,3
11651,3
11652,8
11653,3
11654,3
11655,3
11656,3
11657,6
11658,8
11659,11
11660,3
11661,12
11662,3
11663,6
11664,2
11665,5
11666,3
11667,3
11668,17
11669,5
11670,3
11671,3
11672,5
11673,3
11674,6
11675,5
11676,3
11677,19
11678,3
11679,3
11680,3
11681,3
11682,3
11683,6
11684,3
11685,3
11686,3
11687,6
11688,5
11689,3
11690,3
11691,8
11692,6
11693,5
11694,1
11695,1
11696,15
11697,3
11698,10
11699,3
11700,6
11701,5
11702,5
11703,12
11704,12
11705,1
11706,3
11707,3
11708,3
11709,3
11710,13
11711,6
11712,3
11713,3
11714,5
11715,6
11716,3
11717,3
11718,5
11719,12
11720,1
11721,3
11722,5
11723,3
11724,3
11725,12
11726,3
11727,5
11728,5
11729,11
11730,6
11731,5
11732,1
11733,5
11734,3
11735,9
11736,6
11737,3
11738,3
11739,3
11740,3
11741,4
11742,6
11743,8
11744,5
11745,6
11746,5
11747,9
11748,5
11749,3
11750,3
11751,3
11752,3
11753,6
11754,5
11755,5
11756,3
11757,8
11758,5
11759,6
11760,3
11761,5
11762,5
11763,6
11764,3
11765,8
11766,6
11767,1
11768,3
11769,9
11770,19
11771,5
11772,3
11773,3
11774,1
11775,1
11776,5
11777,6
11778,5
11779,6
11780,1
11781,1
11782,3
11783,6
11784,3
11785,1
11786,3
11787,4
11788,6
11789,5
11790,5
11791,6
11792,5
11793,2
11794,3
11795,3
11796,5
11797,9
11798,3
11799,6
11800,3
11801,1
11802,24
11803,6
11804,5
11805,5
11806,3
11807,3
11808,3
11809,9
11810,4
11811,3
11812,3
11813,1
11814,3
11815,8
11816,5
11817,3
11818,3
11819,8
11820,9
11821,3
11822,6
11823,3
11824,3
11825,5
11826,6
11827,3
11828,6
11829,3
11830,8
11831,5
11832,1
11833,6
11834,3
11835,6
11836,3
11837,3
11838,3
11839,12
11840,8
11841,1
11842,17
11843,9
11844,3
11845,6
11846,5
11847,5
11848,12
11849,3
11850,3
11851,3
11852,6
11853,5
11854,1
11855,3
11856,6
11857,8
11858,5
11859,1
11860,3
11861,3
11862,3
11863,9
11864,5
11865,3
11866,1
11867,3
11868,3
11869,4
11870,3
11871,9
11872,8
11873,8
11874,3
11875,6
11876,3
11877,6
11878,13
11879,3
11880,3
11881,5
11882,3
11883,3
11884,3
11885,3
11886,3
11887,3
11888,6
11889,4
11890,6
11891,3
11892,9
11893,3
11894,1
11895,3
11896,3
11897,3
11898,3
11899,5
11900,3
11901,1
11902,5
11903,3
11904,6
11905,5
11906,3
11907,3
11908,15
11909,10
11910,5
11911,3
11912,3
11913,5
11914,1
11915,8
11916,12
11917,6
11918,6
11919,3
11920,3
11921,4
11922,9
11923,5
11924,5
11925,3
11926,3
11927,3
11928,3
11929,6
11930,3
11931,15
11932,12
11933,5
11934,5
11935,1
11936,11
11937,3
11938,3
11939,6
11940,3
11941,3
11942,1
11943,6
11944,13
11945,3
11946,3
11947,3
11948,3
11949,3
11950,1
11951,6
11952,9
11953,5
11954,6
11955,3
11956,6
11957,9
11958,3
11959,8
11960,15
11961,11
11962,3
11963,5
11964,1
11965,6
11966,5
11967,6
11968,3
11969,3
11970,10
11971,3
11972,3
11973,17
11974,10
11975,6
11976,6
11977,6
11978,3
11979,12
11980,6
11981,8
11982,25
11983,3
11984,5
11985,3
11986,4
11987,9
11988,1
11989,1
11990,5
11991,3
11992,3
11993,3
11994,6
11995,5
11996,9
11997,4
11998,5
11999,8
12000,5
12001,3
12002,6
12003,6
12004,1
12005,5
12006,3
12007,3
12008,6
12009,5
12010,6
12011,3
12012,5
12013,14
12014,3
12015,15
12016,5
12017,23
12018,3
12019,5
12020,6
12021,6
12022,6
12023,9
12024,3
12025,3
12026,1
12027,3
12028,14
12029,9
12030,3
12031,6
12032,6
12033,3
12034,9
12035,6
12036,3
12037,1
12038,3
12039,9
12040,3
12041,6
12042,8
12043,5
12044,3
12045,6
12046,3
12047,4
12048,3
12049,3
12050,6
12051,3
12052,7
12053,3
12054,12
12055,17
12056,3
12057,8
12058,3
12059,3
12060,9
12061,3
12062,8
12063,3
12064,3
12065,12
12066,13
12067,3
12068,22
12069,6
12070,11
12071,10
12072,3
12073,3
12074,6
12075,1
12076,3
12077,10
12078,6
12079,3
12080,3
12081,5
12082,3
12083,1
12084,3
12085,5
12086,11
12087,3
12088,5
12089,3
12090,3
12091,3
12092,12
12093,1
12094,5
12095,3
12096,15
12097,21
12098,15
12099,3
12100,5
12101,6
12102,3
12103,3
12104,3
12105,3
12106,3
12107,3
12108,9
12109,5
12110,6
12111,3
12112,10
12113,6
12114,6
12115,3
12116,2
12117,3
12118,12
12119,6
12120,3
12121,9
12122,5
12123,3
12124,5
12125,9
12126,3
12127,3
12128,6
12129,10
12130,8
12131,1
12132,3
12133,9
12134,3
12135,6
12136,5
12137,3
12138,3
12139,6
12140,8
12141,9
12142,14
12143,5
12144,3
12145,3
12146,3
12147,3
12148,1
12149,6
12150,3
12151,3
12152,3
12153,3
12154,3
12155,6
12156,3
12157,26
12158,3
12159,30
12160,2
12161,3
12162,3
12163,1
12164,3
12165,1
12166,5
12167,3
12168,5
12169,3
12170,9
12171,10
12172,3
12173,3
12174,3
12175,3
12176,6
12177,10
12178,3
12179,8
12180,12
12181,10
12182,3
12183,3
12184,3
12185,6
12186,5
12187,3
12188,3
12189,15
12190,6
12191,3
12192,3
12193,1
12194,6
12195,3
12196,3
12197,9
12198,7
12199,5
12200,6
12201,6
12202,5
12203,1
12204,3
12205,3
12206,3
12207,3
12208,3
12209,3
12210,3
12211,9
12212,3
12213,12
12214,3
12215,9
12216,3
12217,3
12218,9
12219,6
12220,5
12221,3
12222,3
12223,8
12224,1
12225,6
12226,9
12227,6
12228,3
12229,5
12230,9
12231,3
12232,3
12233,15
12234,1
12235,3
12236,3
12237,5
12238,3
12239,1
12240,3
12241,1
12242,9
12243,6
12244,3
12245,3
12246,3
12247,1
12248,5
12249,6
12250,3
12251,3
12252,3
12253,3
12254,3
12255,3
12256,3
12257,3
12258,3
12259,3
12260,3
12261,3
12262,3
12263,5
12264,13
12265,5
12266,8
12267,3
12268,6
12269,5
12270,1
12271,4
12272,3
12273,3
12274,3
12275,5
12276,3
12277,19
12278,3
12279,5
12280,3
12281,3
12282,3
12283,1
12284,5
12285,9
12286,10
12287,5
12288,17
12289,3
12290,5
12291,6
12292,3
12293,3
12294,16
12295,3
12296,6
12297,3
12298,6
12299,5
12300,7
12301,5
12302,3
12303,1
12304,11
12305,5
12306,1
12307,3
12308,3
12309,6
12310,18
12311,1
12312,3
12313,3
12314,10
12315,6
12316,5
12317,3
12318,5
12319,5
12320,1
12321,5
12322,3
12323,3
12324,4
12325,10
12326,3
12327,3
12328,5
12329,3
12330,6
12331,5
12332,11
12333,5
12334,3
12335,3
12336,3
12337,13
12338,3
12339,3
12340,6
12341,1
12342,3
12343,5
12344,3
12345,5
12346,3
12347,3
12348,3
12349,3
12350,6
12351,3
12352,4
12353,3
12354,5
12355,3
12356,3
12357,3
12358,5
12359,6
12360,6
12361,3
12362,3
12363,11
12364,3
12365,3
12366,5
12367,5
12368,5
12369,6
12370,3
12371,1
12372,3
12373,10
12374,3
12375,5
12376,3
12377,3
12378,3
12379,1
12380,5
12381,6
12382,3
12383,11
12384,3
12385,3
12386,3
12387,3
12388,5
12389,5
12390,8
12391,3
12392,8
12393,6
12394,1
12395,5
12396,5
12397,6
12398,3
12399,3
12400,3
12401,8
12402,6
12403,6
12404,3
12405,3
12406,3
12407,1
12408,3
12409,3
12410,3
12411,6
12412,9
12413,1
12414,1
12415,5
12416,3
12417,3
12418,6
12419,6
12420,3
12421,5
12422,3
12423,3
12424,4
12425,3
12426,8
12427,3
12428,8
12429,6
12430,1
12431,3
12432,3
12433,3
12434,3
12435,5
12436,5
12437,4
12438,5
12439,3
12440,3
12441,5
12442,3
12443,8
12444,3
12445,9
12446,5
12447,8
12448,3
12449,6
12450,1
12451,5
12452,6
12453,3
12454,3
12455,3
12456,5
12457,14
12458,8
12459,3
12460,5
12461,7
12462,5
12463,8
12464,3
12465,6
12466,5
12467,6
12468,6
12469,6
12470,5
12471,1
12472,3
12473,3
12474,5
12475,6
12476,7
12477,8
12478,3
12479,3
12480,6
12481,9
12482,3
12483,1
12484,3
12485,4
12486,5
12487,5
12488,15
12489,5
12490,3
12491,3
12492,3
12493,3
12494,6
12495,3
12496,3
12497,5
12498,8
12499,3
12500,3
12501,3
12502,1
12503,5
12504,3
12505,5
12506,3
12507,6
12508,3
12509,3
12510,9
12511,5
12512,4
12513,9
12514,5
12515,5
12516,4
12517,6
12518,2
12519,4
12520,9
12521,5
12522,10
12523,1
12524,1
12525,9
12526,3
12527,1
12528,3
12529,3
12530,5
12531,3
12532,3
12533,6
12534,6
12535,6
12536,3
12537,5
12538,6
12539,3
12540,6
12541,5
12542,5
12543,5
12544,3
12545,3
12546,3
12547,3
12548,5
12549,6
12550,27
12551,3
12552,5
12553,3
12554,3
12555,3
12556,3
12557,3
12558,3
12559,3
12560,3
12561,8
12562,3
12563,11
12564,6
12565,6
12566,6
12567,11
12568,4
12569,5
12570,6
12571,3
12572,6
12573,3
12574,5
12575,5
12576,3
12577,3
12578,14
12579,9
12580,3
12581,3
12582,5
12583,3
12584,3
12585,5
12586,9
12587,3
12588,15
12589,3
12590,3
12591,3
12592,6
12593,3
12594,1
12595,3
12596,1
12597,3
12598,14
12599,10
12600,8
12601,9
12602,9
12603,1
12604,6
12605,9
12606,10
12607,6
12608,9
12609,3
12610,6
12611,5
12612,3
12613,6
12614,3
12615,3
12616,6
12617,3
12618,1
12619,6
12620,3
12621,3
12622,9
12623,3
12624,6
12625,3
12626,6
12627,6
12628,3
12629,5
12630,5
12631,3
12632,57
12633,3
12634,3
12635,9
12636,3
12637,3
12638,9
12639,3
12640,6
12641,6
12642,1
12643,6
12644,1
12645,6
12646,3
12647,5
12648,3
12649,3
12650,9
12651,3
12652,3
12653,3
12654,1
12655,6
12656,3
12657,3
12658,13
12659,9
12660,3
12661,6
12662,3
12663,10
12664,3
12665,3
12666,5
12667,5
12668,1
12669,6
12670,3
12671,3
12672,3
12673,3
12674,5
12675,4
12676,6
12677,6
12678,6
12679,5
12680,12
12681,3
12682,8
12683,5
12684,1
12685,3
12686,3
12687,3
12688,3
12689,3
12690,9
12691,3
12692,6
12693,3
12694,6
12695,3
12696,3
12697,8
12698,3
12699,1
12700,3
12701,6
12702,3
12703,3
12704,1
12705,6
12706,11
12707,3
12708,3
12709,3
12710,1
12711,21
12712,5
12713,1
12714,5
12715,12
12716,1
12717,1
12718,8
12719,6
12720,3
12721,1
12722,8
12723,3
12724,3
12725,5
12726,3
12727,3
12728,5
12729,3
12730,3
12731,5
12732,6
12733,5
12734,3
12735,8
12736,7
12737,5
12738,3
12739,5
12740,6
12741,14
12742,1
12743,5
12744,6
12745,5
12746,3
12747,9
12748,3
12749,1
12750,2
12751,3
12752,3
12753,3
12754,5
12755,9
12756,10
12757,5
12758,4
12759,4
12760,5
12761,2
12762,3
12763,3
12764,3
12765,6
12766,3
12767,3
12768,9
12769,3
12770,5
12771,3
12772,4
12773,5
12774,5
12775,3
12776,5
12777,8
12778,3
12779,3
12780,3
12781,3
12782,3
12783,6
12784,9
12785,5
12786,5
12787,3
12788,3
12789,5
12790,6
12791,5
12792,1
12793,5
12794,3
12795,3
12796,9
12797,5
